Species	GO_term	GO_description	Count
Mycoplasmataceae_RV_VA103A_prot	GO:0016021	integral component of membrane	6
Mycoplasmataceae_RV_VA103A_prot	GO:0043565	sequence-specific DNA binding	1
Mycoplasmataceae_RV_VA103A_prot	GO:0006355	regulation of transcription DNA-templated	12
Mycoplasmataceae_RV_VA103A_prot	GO:0051082	unfolded protein binding	2
Mycoplasmataceae_RV_VA103A_prot	GO:0003700	DNA-binding transcription factor activity	7
Mycoplasmataceae_RV_VA103A_prot	GO:0003824	catalytic activity	3
Mycoplasmataceae_RV_VA103A_prot	GO:0007030	Golgi organization	2
Mycoplasmataceae_RV_VA103A_prot	GO:0016491	oxidoreductase activity	2
Mycoplasmataceae_RV_VA103A_prot	GO:0055114	oxidation-reduction process	6
Mycoplasmataceae_RV_VA103A_prot	GO:0004810	tRNA adenylyltransferase activity	2
Mycoplasmataceae_RV_VA103A_prot	GO:0006352	DNA-templated transcription initiation	2
Mycoplasmataceae_RV_VA103A_prot	GO:0004814	arginine-tRNA ligase activity	2
Mycoplasmataceae_RV_VA103A_prot	GO:0006420	arginyl-tRNA aminoacylation	2
Mycoplasmataceae_RV_VA103A_prot	GO:0004813	alanine-tRNA ligase activity	3
Mycoplasmataceae_RV_VA103A_prot	GO:0006419	alanyl-tRNA aminoacylation	3
Mycoplasmataceae_RV_VA103A_prot	GO:0016874	ligase activity	1
Mycoplasmataceae_RV_VA103A_prot	GO:0016788	hydrolase activity acting on ester bonds	1
Mycoplasmataceae_RV_VA103A_prot	GO:0016884	carbon-nitrogen ligase activity with glutamine as amido-N-donor	1
Mycoplasmataceae_RV_VA103A_prot	GO:0006415	translational termination	1
Mycoplasmataceae_RV_VA103A_prot	GO:0005506	iron ion binding	1
Mycoplasmataceae_RV_VA103A_prot	GO:0051536	iron-sulfur cluster binding	1
Mycoplasmataceae_RV_VA103A_prot	GO:0016226	iron-sulfur cluster assembly	1
Mycoplasmataceae_RV_VA103A_prot	GO:0017038	protein import	1
Mycoplasmataceae_RV_VA103A_prot	GO:0016020	membrane	6
Mycoplasmataceae_RV_VA103A_prot	GO:0004177	aminopeptidase activity	1
Mycoplasmataceae_RV_VA103A_prot	GO:0003684	damaged DNA binding	1
Mycoplasmataceae_RV_VA103A_prot	GO:0003906	DNA-(apurinic or apyrimidinic site) endonuclease activity	1
Mycoplasmataceae_RV_VA103A_prot	GO:0016799	hydrolase activity hydrolyzing N-glycosyl compounds	1
Mycoplasmataceae_RV_VA103A_prot	GO:0006284	base-excision repair	2
Mycoplasmataceae_RV_VA103A_prot	GO:0006955	immune response	1
Mycoplasmataceae_RV_VA103A_prot	GO:0051249	regulation of lymphocyte activation	1
Mycoplasmataceae_RV_VA103A_prot	GO:0015934	large ribosomal subunit	1
Mycoplasmataceae_RV_VA103A_prot	GO:0016787	hydrolase activity	7
Mycoplasmataceae_RV_VA103A_prot	GO:0015075	ion transmembrane transporter activity	2
Mycoplasmataceae_RV_VA103A_prot	GO:0006811	ion transport	2
Mycoplasmataceae_RV_VA103A_prot	GO:0055085	transmembrane transport	4
Mycoplasmataceae_RV_VA103A_prot	GO:0005634	nucleus	1
Mycoplasmataceae_RV_VA103A_prot	GO:0003860	3-hydroxyisobutyryl-CoA hydrolase activity	1
Mycoplasmataceae_RV_VA103A_prot	GO:0003899	DNA-directed 5'-3' RNA polymerase activity	3
Mycoplasmataceae_RV_VA103A_prot	GO:0006351	transcription DNA-templated	3
Mycoplasmataceae_RV_VA103A_prot	GO:0042254	ribosome biogenesis	1
Mycoplasmataceae_RV_VA103A_prot	GO:0003676	nucleic acid binding	2
Mycoplasmataceae_RV_VA103A_prot	GO:0004519	endonuclease activity	3
Mycoplasmataceae_RV_VA103A_prot	GO:0046872	metal ion binding	2
Mycoplasmataceae_RV_VA103A_prot	GO:0043571	maintenance of CRISPR repeat elements	1
Mycoplasmataceae_RV_VA103A_prot	GO:0051607	defense response to virus	1
Mycoplasmataceae_RV_VA103A_prot	GO:0008017	microtubule binding	1
Mycoplasmataceae_RV_VA103A_prot	GO:0007059	chromosome segregation	1
Mycoplasmataceae_RV_VA103A_prot	GO:0051301	cell division	1
Mycoplasmataceae_RV_VA103A_prot	GO:0003887	DNA-directed DNA polymerase activity	4
Mycoplasmataceae_RV_VA103A_prot	GO:0006260	DNA replication	7
Mycoplasmataceae_RV_VA103A_prot	GO:0022857	transmembrane transporter activity	1
Mycoplasmataceae_RV_VA103A_prot	GO:0005886	plasma membrane	1
Mycoplasmataceae_RV_VA103A_prot	GO:0008324	cation transmembrane transporter activity	1
Mycoplasmataceae_RV_VA103A_prot	GO:0006812	cation transport	1
Mycoplasmataceae_RV_VA103A_prot	GO:0035556	intracellular signal transduction	1
Mycoplasmataceae_RV_VA103A_prot	GO:0003905	alkylbase DNA N-glycosylase activity	1
Mycoplasmataceae_RV_VA103A_prot	GO:0006289	nucleotide-excision repair	1
Mycoplasmataceae_RV_VA103A_prot	GO:0009411	response to UV	1
Mycoplasmataceae_RV_VA103A_prot	GO:0004045	aminoacyl-tRNA hydrolase activity	1
Mycoplasmataceae_RV_VA103A_prot	GO:0005261	cation channel activity	2
Mycoplasmataceae_RV_VA103A_prot	GO:0019076	viral release from host cell	2
Mycoplasmataceae_RV_VA103A_prot	GO:0032801	receptor catabolic process	2
Mycoplasmataceae_RV_VA103A_prot	GO:0033644	host cell membrane	2
Mycoplasmataceae_RV_VA103A_prot	GO:0003918	DNA topoisomerase type II (double strand cut ATP-hydrolyzing) activity	1
Mycoplasmataceae_RV_VA103A_prot	GO:0006265	DNA topological change	3
Mycoplasmataceae_RV_VA103A_prot	GO:0032784	regulation of DNA-templated transcription elongation	1
Mycoplasmataceae_RV_VA103A_prot	GO:0031966	mitochondrial membrane	1
Mycoplasmataceae_RV_VA103A_prot	GO:0008408	3'-5' exonuclease activity	2
Mycoplasmataceae_RV_VA103A_prot	GO:0006364	rRNA processing	2
Mycoplasmataceae_RV_VA103A_prot	GO:0019069	viral capsid assembly	1
Mycoplasmataceae_RV_VA103A_prot	GO:0004784	superoxide dismutase activity	1
Mycoplasmataceae_RV_VA103A_prot	GO:0006801	superoxide metabolic process	1
Mycoplasmataceae_RV_VA103A_prot	GO:0004853	uroporphyrinogen decarboxylase activity	1
Mycoplasmataceae_RV_VA103A_prot	GO:0006779	porphyrin-containing compound biosynthetic process	1
Mycoplasmataceae_RV_VA103A_prot	GO:0003743	translation initiation factor activity	1
Mycoplasmataceae_RV_VA103A_prot	GO:0006413	translational initiation	1
Mycoplasmataceae_RV_VA103A_prot	GO:0071705	nitrogen compound transport	1
Mycoplasmataceae_RV_VA103A_prot	GO:0002949	tRNA threonylcarbamoyladenosine modification	1
Mycoplasmataceae_RV_VA103A_prot	GO:0009036	type II site-specific deoxyribonuclease activity	2
Mycoplasmataceae_RV_VA103A_prot	GO:0009307	DNA restriction-modification system	2
Mycoplasmataceae_RV_VA103A_prot	GO:0047355	CDP-glycerol glycerophosphotransferase activity	1
Mycoplasmataceae_RV_VA103A_prot	GO:0015031	protein transport	1
Mycoplasmataceae_RV_VA103A_prot	GO:0004525	ribonuclease III activity	1
Mycoplasmataceae_RV_VA103A_prot	GO:0048309	endoplasmic reticulum inheritance	1
Mycoplasmataceae_RV_VA103A_prot	GO:0051028	mRNA transport	1
Mycoplasmataceae_RV_VA103A_prot	GO:0003911	DNA ligase (NAD+) activity	1
Mycoplasmataceae_RV_VA103A_prot	GO:0004803	transposase activity	1
Mycoplasmataceae_RV_VA103A_prot	GO:0006313	transposition DNA-mediated	1
Mycoplasmataceae_RV_VA103A_prot	GO:0009847	spore germination	1
Mycoplasmataceae_RV_VA103A_prot	GO:0004146	dihydrofolate reductase activity	1
Mycoplasmataceae_RV_VA103A_prot	GO:0046654	tetrahydrofolate biosynthetic process	1
Mycoplasmataceae_RV_VA103A_prot	GO:0008173	RNA methyltransferase activity	1
Mycoplasmataceae_RV_VA103A_prot	GO:0016192	vesicle-mediated transport	1
Mycoplasmataceae_RV_VA103A_prot	GO:0008289	lipid binding	1
Mycoplasmataceae_RV_VA103A_prot	GO:0006869	lipid transport	1
Mycoplasmataceae_RV_VA103A_prot	GO:0042157	lipoprotein metabolic process	1
Mycoplasmataceae_RV_VA103A_prot	GO:0055088	lipid homeostasis	1
Mycoplasmataceae_RV_VA103A_prot	GO:0031965	nuclear membrane	1
Mycoplasmataceae_RV_VA103A_prot	GO:0003916	DNA topoisomerase activity	2
Mycoplasmataceae_RV_VA103A_prot	GO:0008883	glutamyl-tRNA reductase activity	1
Mycoplasmataceae_RV_VA103A_prot	GO:0050661	NADP binding	1
Mycoplasmataceae_RV_VA103A_prot	GO:0033014	tetrapyrrole biosynthetic process	1
Mycoplasmataceae_RV_VA103A_prot	GO:0071985	multivesicular body sorting pathway	1
Mycoplasmataceae_RV_VA103A_prot	GO:0000814	ESCRT II complex	1
Mycoplasmataceae_RV_VA103A_prot	GO:0046983	protein dimerization activity	1
